customer_id,full_name,country_of_residence,occupation,product_type,is_pep,risk_score,risk_rating,match_score,activity_ratio
103589,Carlos Bello,United States,Car Dealer,Fixed Deposit,0,10,Low,0.42,0.9
103590,Chloe Dubois,Canada,Real Estate Agent,Current Account,0,20,Low,0.33,1.0
103591,Zara Al-Sayed,United States,Software Engineer,Current Account,0,0,Low,0.85,2.67
103592,Sofia Mbeki,Canada,Civil Servant,Current Account,0,10,Low,0.26,3.45
103593,Oluwaseun Al-Sayed,United Kingdom,Casino Operator,Current Account,0,25,Medium,0.71,7.86
103594,Wei Nguyen,Japan,Money Service Business,Crypto Wallet,0,70,High,0.37,0.9
103595,Wei Khan,Germany,Teacher,Savings Account,0,25,Medium,0.48,1.0
103596,Wei Adeyemi,France,Nurse,Savings Account,0,0,Low,0.4,1.0
103597,Omar Dubois,South Africa,Arms Dealer,Savings Account,0,50,Medium,0.5,5.51
103598,Elena Chen,Sweden,Accountant,Credit Card,0,10,Low,0.52,9.56
103599,Nadia Yilmaz,Germany,Retail Trader,Trade Finance,0,40,Medium,0.58,1.0
103600,Thomas Nguyen,United Kingdom,Teacher,Credit Card,0,40,Medium,0.46,1.2
103601,Carlos Silva,Russia,Accountant,Savings Account,0,40,Medium,0.4,1.2
103602,Nadia Patel,Canada,Precious Metals Dealer,Savings Account,0,35,Medium,0.61,9.99
103603,Omar Silva,China,Nurse,Credit Card,0,35,Medium,0.61,4.65
103604,Elena Osei,Canada,Accountant,International Wire Transfers,0,35,Medium,0.61,1.0
103605,Omar Ivanov,United States,Software Engineer,Fixed Deposit,0,20,Low,0.67,0.9
103606,Sara Sokolov,Germany,Car Dealer,Crypto Wallet,0,30,Medium,0.77,1.0
103607,Priya Hall,United Kingdom,Arms Dealer,Personal Loan,0,45,Medium,0.45,1.2
103608,Fatima Petrov,Australia,Doctor,Current Account,0,15,Low,0.67,0.9
103609,Nadia Petrov,South Africa,Casino Operator,Savings Account,0,50,Medium,0.7,1.0
103610,Mary Petrov,United Kingdom,Nurse,Fixed Deposit,0,0,Low,0.73,0.9
103611,Sofia Adeyemi,United Kingdom,Civil Servant,Credit Card,0,10,Low,0.46,0.9
103612,Mohammed Andersson,Afghanistan,Doctor,Credit Card,0,60,High,0.61,1.0
103613,Priya Volkov,United States,Nurse,Fixed Deposit,0,0,Low,0.72,1.0
103614,Oluwaseun Fitzgerald,United States,Nurse,Savings Account,0,10,Low,0.38,1.0
103615,Mei Chen,United Kingdom,Precious Metals Dealer,Private Banking,0,55,Medium,0.38,1.2
103616,Amara Andersson,North Korea,Jeweller,Personal Loan,0,60,High,0.43,1.0
103617,James Mbeki,China,Teacher,International Wire Transfers,0,35,Medium,0.34,1.0
103618,Omar Osei,France,Accountant,Fixed Deposit,0,10,Low,0.64,1.0
103619,Chen Nakamoto,UAE,Software Engineer,Private Banking,0,60,High,0.72,4.87
103620,Sofia Andersson,Russia,Import/Export Trader,Credit Card,0,60,High,0.46,1.0
103621,Ravi Brown,Turkey,Software Engineer,Current Account,0,25,Medium,0.45,0.9
103622,Dmitri Kowalski,Ireland,Teacher,Fixed Deposit,0,0,Low,0.69,1.0
103623,Mohammed Nakamoto,Sweden,Doctor,Crypto Wallet,0,30,Medium,0.69,1.0
103624,Sofia Silva,China,Software Engineer,Current Account,0,15,Low,0.5,1.0
103625,Amara Brown,Australia,Jeweller,Savings Account,0,20,Low,0.36,0.9
103626,Sofia Haddad,United States,Accountant,Savings Account,0,25,Medium,0.75,4.79
103627,Dmitri Sokolov,United States,Jeweller,Credit Card,0,30,Medium,1.0,1.0
103628,Oluwaseun Hall,Australia,Teacher,Savings Account,0,0,Low,0.45,1.2
103629,Carlos Sokolov,United States,Software Engineer,Credit Card,0,20,Low,0.74,1.2
103630,Lucas Smith,Australia,Civil Servant,Personal Loan,0,10,Low,0.36,1.2
103631,Grace Dubois,United Kingdom,Teacher,Credit Card,0,20,Low,0.33,8.12
103632,Emma Okonkwo,Mexico,Software Engineer,Credit Card,0,35,Medium,0.48,1.0
103633,James Yilmaz,France,Software Engineer,International Wire Transfers,0,30,Medium,0.33,1.0
103634,Ravi Hall,United States,Cash-Intensive Business,International Wire Transfers,0,55,Medium,0.48,3.54
103635,Ravi Adeyemi,Australia,Car Dealer,Savings Account,0,10,Low,0.46,7.44
103636,Amara Silva,Myanmar,Precious Metals Dealer,Personal Loan,0,75,High,0.5,1.2
103637,Ravi Rossi,China,Software Engineer,Crypto Wallet,0,35,Medium,0.45,1.0
103638,Thomas Volkov,Mexico,Accountant,Personal Loan,0,35,Medium,0.62,1.0
103639,Oluwaseun Osei,France,Teacher,Fixed Deposit,0,0,Low,0.32,1.0
103640,Mei Kowalski,Netherlands,Civil Servant,Fixed Deposit,0,10,Low,0.47,1.0
103641,Rajesh Cole,India,Teacher,International Wire Transfers,0,35,Medium,0.42,4.41
103642,Aisha Mbeki,Netherlands,Nurse,Credit Card,1,45,Medium,0.4,0.9
103643,James Yilmaz,United Kingdom,Teacher,International Wire Transfers,0,65,High,0.33,1.2
103644,Mary Al-Sayed,United States,Nurse,Crypto Wallet,0,30,Medium,0.92,1.0
103645,Dmitri Sokolov,Sweden,Software Engineer,Credit Card,0,10,Low,1.0,3.62
103646,Priya Chen,China,Software Engineer,International Wire Transfers,0,45,Medium,0.37,1.0
103647,Dmitri Al-Sayed,Kenya,Software Engineer,Personal Loan,0,25,Medium,0.83,1.2
103648,Priya Brown,France,Accountant,Crypto Wallet,0,20,Low,0.43,4.65
103649,Sara Volkov,Germany,Car Dealer,Savings Account,0,20,Low,0.67,3.64
103650,Chen Lindqvist,Nigeria,Software Engineer,Savings Account,0,15,Low,0.38,5.89
103651,Thomas Nguyen,Russia,Real Estate Agent,Credit Card,0,70,High,0.46,1.2
103652,Nadia Rossi,China,Teacher,Savings Account,0,40,Medium,0.52,5.98
103653,Emma Brown,United Kingdom,Software Engineer,Current Account,0,10,Low,0.35,9.4
103654,Liam Okafor,United Kingdom,Car Dealer,Crypto Wallet,0,60,High,0.5,3.57
103655,Fatima Fitzgerald,France,Software Engineer,Current Account,0,10,Low,0.41,5.08
103656,Ravi Muller,Canada,Doctor,Private Banking,0,20,Low,0.33,1.0
103657,Oluwaseun Lindqvist,China,Teacher,Savings Account,0,15,Low,0.33,1.0
103658,Mei Rossi,Canada,Software Engineer,Savings Account,0,10,Low,0.36,0.9
103659,Rajesh Nakamura,Turkey,Retail Trader,Savings Account,0,40,Medium,0.44,1.0
103660,Benjamin Smith,Sweden,Retail Trader,Savings Account,0,10,Low,0.38,6.57
103661,Grace Okonkwo,India,Real Estate Agent,Crypto Wallet,0,55,Medium,0.54,1.2
103662,Omar Reddy,India,Jeweller,Private Banking,0,55,Medium,0.61,1.0
103663,Fatima Muller,Ireland,Civil Servant,Current Account,0,0,Low,0.38,2.03
103664,Dmitri Kowalski,India,Teacher,Trade Finance,0,65,High,0.69,1.0
103665,Carlos Lindqvist,United Kingdom,Casino Operator,Private Banking,0,55,Medium,0.34,1.0
103666,Benjamin Osei,Turkey,Civil Servant,Credit Card,0,45,Medium,0.38,1.0
103667,Lucas Andersson,Turkey,Retail Trader,Current Account,1,60,High,0.38,1.0
103668,Lucas Rossi,Turkey,Civil Servant,Current Account,0,25,Medium,0.36,1.0
103669,Wei Volkov,United States,Car Dealer,Current Account,0,10,Low,0.7,2.5
103670,Lucas Smith,Canada,Teacher,Credit Card,0,20,Low,0.36,1.0
103671,Dmitri Chen,Brazil,Software Engineer,Current Account,0,25,Medium,0.58,1.0
103672,Amara Nakamura,Kenya,Car Dealer,Private Banking,0,45,Medium,0.54,1.0
103673,Tariq Rossi,Canada,Accountant,Current Account,0,30,Medium,0.56,1.0
103674,Carlos Yilmaz,Germany,Software Engineer,Savings Account,0,15,Low,0.38,1.0
103675,Liam Nakamura,France,Civil Servant,Crypto Wallet,1,45,Medium,0.64,1.2
103676,James Silva,France,Accountant,Savings Account,0,0,Low,0.5,1.0
103677,Aisha Muller,United States,Software Engineer,Fixed Deposit,0,0,Low,0.42,8.06
103678,Nadia Nguyen,France,Accountant,Savings Account,0,10,Low,0.5,1.0
103679,Liam Reddy,Germany,Civil Servant,Crypto Wallet,0,30,Medium,0.45,1.0
103680,Rajesh Al-Sayed,United States,Accountant,Current Account,0,30,Medium,0.71,1.2
103681,Rajesh Kimura,Germany,Real Estate Agent,Savings Account,0,10,Low,0.32,1.0
103682,Grace Cole,Nigeria,Jeweller,Current Account,0,35,Medium,0.43,0.9
103683,Sergei Ivanov,Canada,Real Estate Agent,Credit Card,0,30,Medium,1.0,1.0
103684,Zara Okonkwo,Canada,Teacher,Credit Card,0,20,Low,0.48,1.0
103685,Rajesh Lindqvist,Germany,Software Engineer,Crypto Wallet,0,30,Medium,0.35,1.2
103686,Kwame Muller,United States,Jeweller,Savings Account,0,20,Low,0.4,3.01
103687,Wei Hall,Canada,Accountant,Private Banking,0,45,Medium,0.4,6.59
103688,James Ivanov,United Kingdom,Teacher,Savings Account,0,10,Low,0.64,1.0
103689,Nadia Rossi,Germany,Teacher,Personal Loan,0,20,Low,0.52,0.9
103690,Wei Haddad,Turkey,Software Engineer,International Wire Transfers,0,55,Medium,0.73,4.98
103691,Lucas Kowalski,Nigeria,Teacher,Current Account,0,25,Medium,0.44,0.9
103692,James Andersson,France,Teacher,Savings Account,0,0,Low,0.38,1.0
103693,Elena Kimura,Myanmar,Retail Trader,Savings Account,0,50,Medium,0.64,1.0
103694,Aisha Okonkwo,Ireland,Teacher,Crypto Wallet,0,30,Medium,0.46,2.35
103695,Kwame Lindqvist,Mexico,Accountant,Personal Loan,0,25,Medium,0.42,1.0
103696,Emma Mbeki,United States,Import/Export Trader,Credit Card,0,30,Medium,0.35,4.75
103697,Rajesh Mbeki,Turkey,Nurse,Current Account,0,25,Medium,0.33,4.98
103698,Benjamin Brown,Germany,Real Estate Agent,Savings Account,0,20,Low,0.4,1.2
103699,Ravi Patel,Canada,Jeweller,Private Banking,0,30,Medium,0.45,1.0
103700,James Petrov,France,Retail Trader,Credit Card,0,30,Medium,0.7,4.79
103701,Mei Petrov,Myanmar,Teacher,Private Banking,0,70,High,0.76,1.0
103702,Noah Hall,United States,Cash-Intensive Business,International Wire Transfers,0,45,Medium,0.48,0.9
103703,Wei Patel,United Kingdom,Doctor,Personal Loan,0,20,Low,0.4,1.0
103704,Lucas Muller,Japan,Cash-Intensive Business,Savings Account,0,50,Medium,0.35,1.0
103705,Noah Cole,China,Import/Export Trader,Savings Account,0,25,Medium,0.45,1.0
103706,Adebayo Cole,UAE,Casino Operator,Current Account,0,65,High,0.4,1.2
103707,Wei Mbeki,Sweden,Import/Export Trader,Credit Card,0,30,Medium,0.36,1.0
103708,Yuki Okafor,Turkey,Nurse,Fixed Deposit,0,25,Medium,0.52,1.0
103709,Dmitri Volkov,China,Retail Trader,Fixed Deposit,0,25,Medium,1.0,1.0
103710,Noah Muller,Netherlands,Retail Trader,Credit Card,0,30,Medium,0.42,1.0
103711,James Petrov,Iran,Doctor,Current Account,0,50,Medium,0.7,0.9
103712,Ingrid Nakamura,Germany,Software Engineer,Crypto Wallet,0,30,Medium,0.52,1.2
103713,Amara Reddy,France,Money Service Business,International Wire Transfers,0,55,Medium,0.5,1.2
103714,Sergei Sokolov,Australia,Software Engineer,International Wire Transfers,0,20,Low,1.0,1.0
103715,Hassan Kowalski,Mexico,Accountant,Credit Card,0,50,Medium,0.5,4.07
103716,Elena Johnson,Germany,Software Engineer,Credit Card,0,10,Low,0.62,2.68
103717,Ivan Osei,United Kingdom,Car Dealer,Credit Card,0,30,Medium,0.6,1.0
103718,Oluwaseun Kimura,United Kingdom,Casino Operator,Credit Card,0,35,Medium,0.36,1.0
103719,Emma Yilmaz,Germany,Civil Servant,Private Banking,0,30,Medium,0.42,1.0
103720,Chen Muller,Afghanistan,Teacher,Current Account,0,50,Medium,0.36,1.2
103721,Benjamin Chen,France,Doctor,International Wire Transfers,0,30,Medium,0.4,1.2
103722,Amara Kowalski,Turkey,Cash-Intensive Business,Savings Account,0,50,Medium,0.52,1.0
103723,Sara Khan,United States,Nurse,Savings Account,0,0,Low,0.48,1.2
103724,Mohammed Hall,United Kingdom,Precious Metals Dealer,International Wire Transfers,0,55,Medium,0.71,5.24
103725,Mary Smith,South Africa,Retail Trader,Savings Account,0,35,Medium,0.36,3.66
103726,Ingrid Muller,India,Teacher,Savings Account,0,25,Medium,0.4,6.18
103727,Noah Smith,Brazil,Doctor,Credit Card,0,35,Medium,0.35,1.0
103728,James Wang,United Kingdom,Nurse,Trade Finance,0,20,Low,0.35,1.0
103729,Mei Brown,United Kingdom,Teacher,International Wire Transfers,0,20,Low,0.36,4.06
103730,Carlos Mbeki,Canada,Software Engineer,Private Banking,0,30,Medium,0.4,4.64
103731,Mei Smith,Germany,Retail Trader,Current Account,0,20,Low,0.38,4.58
103732,Kenji Petrov,United Kingdom,Retail Trader,Private Banking,0,40,Medium,0.7,1.0
103733,James Okafor,UAE,Real Estate Agent,Current Account,0,25,Medium,0.48,8.12
103734,Sergei Nakamoto,Canada,Teacher,Current Account,0,0,Low,0.74,0.9
103735,Amara Rossi,Australia,Car Dealer,Credit Card,0,20,Low,0.48,0.9
103736,Wei Muller,Brazil,Car Dealer,Trade Finance,0,45,Medium,0.33,1.0
103737,Elena Nakamura,United Kingdom,Software Engineer,International Wire Transfers,0,20,Low,0.52,1.2
103738,Emma Mbeki,United States,Civil Servant,Credit Card,0,20,Low,0.35,4.86
103739,Noah Al-Sayed,Germany,Car Dealer,Personal Loan,0,20,Low,0.85,1.0
103740,Ravi Silva,South Africa,Teacher,Private Banking,0,35,Medium,0.52,8.81
103741,Adebayo Volkov,United Kingdom,Accountant,Private Banking,0,50,Medium,0.59,1.2
103742,Sara Sokolov,Canada,Software Engineer,Fixed Deposit,0,0,Low,0.77,1.0
103743,Mary Muller,Germany,Arms Dealer,Personal Loan,0,55,Medium,0.42,1.0
103744,Yuki Chen,Russia,Civil Servant,Current Account,0,50,Medium,0.38,4.48
103745,Yuki Al-Sayed,United States,Teacher,Trade Finance,0,20,Low,0.74,1.0
103746,Benjamin Petrov,Netherlands,Nurse,Trade Finance,0,30,Medium,0.69,3.67
103747,Yuki Mbeki,United States,Civil Servant,Credit Card,0,40,Medium,0.36,1.2
103748,Kwame Dubois,Netherlands,Doctor,International Wire Transfers,0,45,Medium,0.33,0.9
103749,Kwame Khan,Germany,Teacher,Savings Account,0,10,Low,0.37,1.2
103750,Oluwaseun Petrov,Brazil,Real Estate Agent,Current Account,0,50,Medium,0.67,1.0
103751,Oluwaseun Smith,France,Car Dealer,Personal Loan,0,30,Medium,0.38,1.0
103752,Nadia Reddy,South Africa,Civil Servant,Current Account,0,25,Medium,0.7,2.39
103753,Priya Kimura,UAE,Teacher,Savings Account,1,40,Medium,0.33,1.0
103754,Hassan Brown,Germany,Accountant,Credit Card,0,10,Low,0.48,1.0
103755,Wei Smith,United Kingdom,Nurse,Credit Card,0,20,Low,0.38,1.2
103756,Yuki Wang,United Kingdom,Teacher,Savings Account,0,20,Low,0.38,1.2
103757,Omar Smith,United States,Car Dealer,Personal Loan,0,20,Low,0.52,1.0
103758,Ivan Kowalski,United Kingdom,Software Engineer,Savings Account,0,10,Low,0.5,1.0
103759,Sergei Petrov,UAE,Money Service Business,Savings Account,0,50,Medium,0.69,7.95
103760,Mohammed Andersson,United Kingdom,Nurse,Personal Loan,0,20,Low,0.61,1.0
103761,Sergei Yilmaz,Nigeria,Retail Trader,Personal Loan,0,45,Medium,0.69,1.2
103762,Thomas Patel,India,Real Estate Agent,Crypto Wallet,0,60,High,0.48,6.23
103763,Lucas Nakamura,Japan,Retail Trader,Savings Account,0,20,Low,0.46,1.2
103764,Sara Cole,South Africa,Jeweller,Current Account,0,25,Medium,0.43,0.9
103765,Amara Andersson,Ireland,Software Engineer,Personal Loan,0,10,Low,0.43,0.9
103766,Ivan Hall,United Kingdom,Civil Servant,Personal Loan,0,20,Low,0.5,1.2
103767,Ravi Haddad,Netherlands,Jeweller,Credit Card,0,30,Medium,0.78,7.74
103768,Mohammed Wang,China,Software Engineer,Savings Account,0,15,Low,0.65,3.4
103769,Yuki Osei,Sweden,Retail Trader,Credit Card,0,20,Low,0.38,5.27
103770,Ravi Khan,United Kingdom,Accountant,Credit Card,0,20,Low,0.48,0.9
103771,James Rossi,Japan,Nurse,International Wire Transfers,0,30,Medium,0.36,1.0
103772,Wei Petrov,India,Import/Export Trader,Trade Finance,0,45,Medium,0.76,1.0
103773,Adebayo Mbeki,Nigeria,Import/Export Trader,Crypto Wallet,0,55,Medium,0.32,1.0
103774,Elena Johnson,Sweden,Civil Servant,Current Account,0,10,Low,0.62,5.77
103775,Hassan Petrov,Myanmar,Real Estate Agent,Current Account,0,60,High,0.75,0.9
103776,Ravi Wang,Germany,Nurse,International Wire Transfers,0,30,Medium,0.45,1.2
103777,Hassan Nakamoto,Ireland,Retail Trader,Private Banking,0,40,Medium,0.67,3.12
103778,Thomas Reddy,France,Software Engineer,Current Account,0,0,Low,0.48,1.0
103779,Sara Johnson,Kenya,Doctor,Savings Account,0,15,Low,0.38,1.0
103780,Nadia Cole,Australia,Doctor,Savings Account,0,0,Low,0.55,1.0
103781,Aisha Ivanov,UAE,Money Service Business,Current Account,0,50,Medium,0.64,4.6
103782,Sergei Chen,France,Import/Export Trader,Savings Account,0,35,Medium,0.67,1.0
103783,Mohammed Kowalski,United States,Accountant,Fixed Deposit,0,10,Low,0.74,1.2
103784,Mohammed Okafor,Netherlands,Civil Servant,Personal Loan,0,20,Low,0.67,1.0
103785,Thomas Patel,Germany,Accountant,International Wire Transfers,0,20,Low,0.48,4.33
103786,Benjamin Reddy,Iran,Nurse,Current Account,0,40,Medium,0.46,1.2
103787,Emma Cole,Kenya,Accountant,Savings Account,0,15,Low,0.45,1.2
103788,Rajesh Kowalski,Germany,Precious Metals Dealer,Crypto Wallet,0,45,Medium,0.43,1.0
103789,Yuki Rossi,UAE,Civil Servant,Savings Account,0,15,Low,0.38,1.2
103790,Adebayo Osei,China,Accountant,Savings Account,0,15,Low,0.33,1.0
103791,Tariq Volkov,Japan,Doctor,Current Account,0,10,Low,0.8,0.9
103792,Priya Smith,Nigeria,Software Engineer,Current Account,0,25,Medium,0.35,8.57
103793,Liam Kowalski,UAE,Civil Servant,Savings Account,0,15,Low,0.46,5.67
103794,Sergei Cole,Kenya,Civil Servant,Current Account,0,30,Medium,0.72,3.81
103795,James Chen,United Kingdom,Software Engineer,Credit Card,0,20,Low,0.36,1.0
103796,Ravi Chen,Germany,Nurse,Current Account,0,0,Low,0.38,3.25
103797,Omar Okafor,United Kingdom,Precious Metals Dealer,Credit Card,0,35,Medium,0.5,6.92
103798,Benjamin Mbeki,Japan,Teacher,Private Banking,0,30,Medium,0.37,1.0
103799,Mary Wang,Nigeria,Jeweller,Trade Finance,0,55,Medium,0.36,3.81
103800,Emma Silva,United Kingdom,Retail Trader,Current Account,0,10,Low,0.52,8.12
103801,Zara Nguyen,Canada,Software Engineer,Savings Account,0,10,Low,0.42,1.0
103802,Liam Silva,Japan,Civil Servant,International Wire Transfers,0,30,Medium,0.52,0.9
103803,Priya Lindqvist,Nigeria,Software Engineer,Private Banking,0,35,Medium,0.36,1.0
103804,Mohammed Dubois,United Kingdom,Jeweller,Savings Account,0,20,Low,0.61,1.0
103805,Benjamin Nakamoto,Nigeria,Casino Operator,Trade Finance,0,75,High,0.69,1.0
103806,Mohammed Nakamura,Australia,Software Engineer,Personal Loan,0,20,Low,0.69,3.69
103807,Hassan Yilmaz,Australia,Real Estate Agent,Credit Card,0,30,Medium,0.53,1.0
103808,Thomas Silva,United States,Teacher,International Wire Transfers,0,20,Low,0.4,1.2
103809,Ingrid Dubois,United Kingdom,Real Estate Agent,Credit Card,0,30,Medium,0.38,2.75
103810,Hassan Nakamura,Sweden,Car Dealer,Current Account,0,20,Low,0.56,9.06
103811,Nadia Osei,South Africa,Civil Servant,Credit Card,0,35,Medium,0.55,1.0
103812,Mohammed Mbeki,Germany,Car Dealer,Credit Card,0,20,Low,0.62,0.9
103813,Yuki Dubois,Australia,Teacher,Personal Loan,0,10,Low,0.35,5.32
103814,Zara Okafor,Iran,Precious Metals Dealer,Credit Card,0,75,High,0.42,5.48
103815,James Haddad,United Kingdom,Doctor,Savings Account,0,0,Low,0.67,2.79
103816,Nadia Rossi,United Kingdom,Software Engineer,Personal Loan,0,10,Low,0.52,7.13
103817,Oluwaseun Kimura,Nigeria,Accountant,International Wire Transfers,0,35,Medium,0.36,0.9
103818,Lucas Kowalski,Germany,Doctor,Fixed Deposit,0,10,Low,0.44,1.0
103819,Lucas Adeyemi,Kenya,Precious Metals Dealer,Savings Account,0,50,Medium,0.4,1.2
103820,Amara Nakamoto,China,Software Engineer,Personal Loan,0,25,Medium,0.77,1.0
103821,Chloe Reddy,United Kingdom,Import/Export Trader,Fixed Deposit,0,10,Low,0.29,1.0
103822,Priya Hall,Japan,Import/Export Trader,Current Account,0,10,Low,0.45,1.0
103823,Priya Nakamoto,Brazil,Accountant,Private Banking,0,45,Medium,0.77,1.0
103824,Chloe Chen,Germany,Jeweller,Personal Loan,0,30,Medium,0.26,1.0
103825,Ivan Smith,China,Jeweller,Savings Account,0,25,Medium,0.57,0.9
103826,Yuki Reddy,Japan,Teacher,Credit Card,0,20,Low,0.36,1.0
103827,Benjamin Okafor,Nigeria,Retail Trader,Credit Card,0,35,Medium,0.5,1.0
103828,Wei Bello,Australia,Nurse,Crypto Wallet,0,30,Medium,0.43,4.27
103829,Benjamin Adeyemi,Nigeria,Civil Servant,Crypto Wallet,0,45,Medium,0.4,3.29
103830,Rajesh Patel,Japan,Import/Export Trader,Fixed Deposit,0,10,Low,0.42,0.9
103831,Tariq Nguyen,United Kingdom,Real Estate Agent,Savings Account,0,10,Low,0.62,1.0
103832,Benjamin Osei,Syria,Doctor,Personal Loan,0,50,Medium,0.38,9.4
103833,Elena Kimura,United States,Teacher,Credit Card,0,10,Low,0.64,0.9
103834,Sara Osei,Netherlands,Teacher,Current Account,0,0,Low,0.37,3.89
103835,Elena Patel,Sweden,Teacher,Credit Card,0,10,Low,0.58,1.0
103836,Nadia Cole,Russia,Import/Export Trader,Current Account,0,60,High,0.55,1.0
103837,Amara Smith,United Kingdom,Software Engineer,Fixed Deposit,0,10,Low,0.48,1.0
103838,Aisha Patel,Mexico,Import/Export Trader,Credit Card,0,50,Medium,0.43,3.05
103839,Mary Andersson,United Kingdom,Nurse,Fixed Deposit,0,10,Low,0.44,4.1
103840,Tariq Nakamura,Panama,Software Engineer,Personal Loan,0,60,High,0.57,4.56
103841,Adebayo Yilmaz,Australia,Software Engineer,Fixed Deposit,0,10,Low,0.38,1.0
103842,Dmitri Mbeki,India,Teacher,Personal Loan,0,25,Medium,0.64,1.2
103843,Aisha Wang,United Kingdom,Teacher,International Wire Transfers,0,30,Medium,0.45,1.2
103844,Mohammed Osei,Panama,Nurse,Current Account,0,40,Medium,0.71,1.2
103845,Mei Mbeki,United Kingdom,Casino Operator,Trade Finance,0,55,Medium,0.36,4.58
103846,Lucas Reddy,Kenya,Precious Metals Dealer,Current Account,0,40,Medium,0.43,1.2
103847,Lucas Cole,United Kingdom,Nurse,Fixed Deposit,0,10,Low,0.43,3.81
103848,Nadia Nakamoto,Mexico,Software Engineer,Current Account,0,30,Medium,0.77,7.78
103849,Liam Osei,Ireland,Teacher,Personal Loan,0,20,Low,0.4,1.0
103850,Chen Muller,Germany,Retail Trader,Credit Card,0,30,Medium,0.36,1.0
103851,James Kowalski,Kenya,Money Service Business,Fixed Deposit,0,40,Medium,0.5,7.91
103852,Chloe Haddad,Nigeria,Jeweller,Fixed Deposit,0,35,Medium,0.58,4.98
103853,Amara Muller,United Kingdom,Doctor,Savings Account,0,10,Low,0.48,1.2
103854,Ingrid Rossi,India,Real Estate Agent,Savings Account,0,35,Medium,0.43,1.2
103855,Aisha Adeyemi,France,Accountant,Credit Card,0,20,Low,0.48,1.0
103856,Yuki Okonkwo,United States,Import/Export Trader,Personal Loan,0,30,Medium,0.46,1.2
103857,Thomas Okafor,Nigeria,Doctor,Credit Card,0,35,Medium,0.4,8.33
103858,Mary Sokolov,Japan,Precious Metals Dealer,Fixed Deposit,0,25,Medium,0.77,1.2
103859,Nadia Khan,United States,Teacher,Savings Account,0,10,Low,0.73,0.9
103860,Sergei Bello,India,Jeweller,Personal Loan,0,35,Medium,0.69,1.0
103861,Grace Silva,Japan,Arms Dealer,Current Account,0,25,Medium,0.5,1.0
103862,Sara Nakamoto,Canada,Nurse,Credit Card,0,20,Low,0.72,4.55
103863,Nadia Sokolov,Afghanistan,Jeweller,Credit Card,0,70,High,0.74,5.11
103864,Dmitri Yilmaz,United States,Arms Dealer,Private Banking,0,55,Medium,0.62,2.07
103865,Carlos Cole,United Kingdom,Import/Export Trader,Trade Finance,0,40,Medium,0.42,1.0
103866,Chloe Dubois,Australia,Accountant,Private Banking,0,30,Medium,0.33,3.5
103867,Kwame Kowalski,Brazil,Retail Trader,Fixed Deposit,0,25,Medium,0.5,1.2
103868,Nadia Cole,Japan,Nurse,Current Account,0,0,Low,0.55,1.0
103869,Kwame Silva,France,Software Engineer,Current Account,0,25,Medium,0.5,0.9
103870,Benjamin Kimura,United Kingdom,Teacher,Savings Account,0,25,Medium,0.43,1.0
103871,Omar Brown,Russia,Real Estate Agent,Current Account,0,60,High,0.45,1.0
103872,Chloe Volkov,France,Car Dealer,Current Account,0,20,Low,0.72,1.0
103873,Wei Nakamura,France,Precious Metals Dealer,Current Account,0,40,Medium,0.58,1.0
103874,Sergei Muller,Netherlands,Software Engineer,Credit Card,1,35,Medium,0.59,7.93
103875,Aisha Fitzgerald,United States,Car Dealer,Trade Finance,0,50,Medium,0.43,1.2
103876,Amara Brown,Canada,Accountant,Personal Loan,0,20,Low,0.36,1.0
103877,Zara Ivanov,Germany,Civil Servant,Savings Account,0,20,Low,0.67,3.24
103878,James Okafor,Canada,Civil Servant,Credit Card,0,10,Low,0.48,1.0
103879,Zara Reddy,UAE,Civil Servant,International Wire Transfers,0,35,Medium,0.45,3.5
103880,Carlos Yilmaz,United States,Doctor,Current Account,0,0,Low,0.38,1.0
103881,Noah Johnson,Canada,Teacher,Personal Loan,0,20,Low,0.32,5.54
103882,Mohammed Rossi,Australia,Nurse,Current Account,0,10,Low,0.75,1.2
103883,Kwame Wang,United States,Doctor,Current Account,0,10,Low,0.36,1.0
103884,Chloe Al-Sayed,UAE,Real Estate Agent,International Wire Transfers,0,55,Medium,0.74,4.41
103885,Chloe Chen,United Kingdom,Money Service Business,Credit Card,0,45,Medium,0.26,5.97
103886,Elena Nakamoto,United Kingdom,Retail Trader,Personal Loan,0,20,Low,0.69,9.08
103887,Chen Al-Sayed,Germany,Jeweller,Fixed Deposit,0,30,Medium,0.69,5.66
103888,Tariq Nguyen,South Africa,Precious Metals Dealer,Credit Card,0,75,High,0.62,1.0
103889,Kwame Okonkwo,Nigeria,Teacher,Personal Loan,0,35,Medium,0.54,1.2
103890,Yuki Johnson,France,Teacher,Savings Account,0,10,Low,0.42,5.49
103891,Nadia Silva,Netherlands,Jeweller,Private Banking,0,40,Medium,0.61,1.0
103892,Dmitri Nguyen,United Kingdom,Teacher,Current Account,0,10,Low,0.54,8.87
103893,Wei Wang,Netherlands,Software Engineer,International Wire Transfers,0,20,Low,0.48,1.0
103894,Fatima Ivanov,UAE,Accountant,Credit Card,0,25,Medium,0.62,0.9
103895,Sofia Hall,Canada,Import/Export Trader,Crypto Wallet,0,40,Medium,0.45,1.2
103896,Grace Nguyen,Nigeria,Casino Operator,Current Account,0,50,Medium,0.32,1.0
103897,Carlos Hall,Canada,Civil Servant,Credit Card,0,20,Low,0.42,1.2
